dimensionality_reduction,n_dimensions,balancing_technique,n_layers,n_neurons,optimizer_type,learning_rate,epochs,valid_accuracy,valid_loss,train_accuracy,train_loss
none,1,none,3,10,adam,0.01,100,0.21119999885559082,2.7548367977142334,0.20453333854675293,2.7403368949890137
none,1,none,3,100,adam,0.1,80,0.21119999885559082,2.7548375129699707,0.20453333854675293,2.740342617034912
none,1,undersample,1,50,adam,0.1,125,0.21119999885559082,2.754838228225708,0.20453333854675293,2.7403552532196045
none,1,none,3,10,adam,0.001,200,0.21119999885559082,2.754838705062866,0.20453333854675293,2.7404537200927734
none,1,oversample,0,50,adam,0.01,80,0.21119999885559082,2.7548391819000244,0.20453333854675293,2.7400872707366943
none,1,oversample,2,50,adam,0.01,100,0.21119999885559082,2.7548396587371826,0.20453333854675293,2.7403407096862793
none,1,none,1,50,adam,0.001,100,0.21119999885559082,2.7548413276672363,0.20453333854675293,2.7404191493988037
none,1,none,2,50,adam,0.001,100,0.21119999885559082,2.7548413276672363,0.20453333854675293,2.740367889404297
none,1,oversample,1,100,adam,0.001,100,0.21119999885559082,2.75484299659729,0.20453333854675293,2.7403523921966553
none,1,oversample,1,100,adam,0.01,200,0.21119999885559082,2.7548465728759766,0.20453333854675293,2.7402946949005127
none,1,none,3,100,adam,0.001,125,0.21119999885559082,2.754847764968872,0.20453333854675293,2.7403371334075928
none,1,oversample,3,50,adam,0.001,150,0.21119999885559082,2.754854202270508,0.20453333854675293,2.7403452396392822
none,1,oversample,2,10,adam,0.01,125,0.21119999885559082,2.7548553943634033,0.20453333854675293,2.7403318881988525
none,1,none,1,100,adam,0.1,100,0.21119999885559082,2.7548623085021973,0.20453333854675293,2.740346670150757
none,1,none,3,100,adam,0.01,100,0.21119999885559082,2.7548630237579346,0.20453333854675293,2.740337610244751
none,1,undersample,2,50,adam,0.1,100,0.21119999885559082,2.7548630237579346,0.20453333854675293,2.7403364181518555
none,1,undersample,1,10,adam,0.01,125,0.21119999885559082,2.754863977432251,0.20453333854675293,2.7403340339660645
none,1,oversample,2,50,adam,0.01,80,0.21119999885559082,2.754864454269409,0.20453333854675293,2.74035382270813
none,1,undersample,2,100,adam,0.1,100,0.21119999885559082,2.7548649311065674,0.20453333854675293,2.740339994430542
none,1,oversample,0,10,adam,0.001,80,0.21119999885559082,2.7548675537109375,0.20453333854675293,2.7448291778564453
none,1,oversample,2,50,adam,0.1,125,0.21119999885559082,2.754868268966675,0.20453333854675293,2.7403407096862793
none,1,undersample,2,100,adam,0.001,125,0.21119999885559082,2.754868745803833,0.20453333854675293,2.7403407096862793
none,1,none,1,50,adam,0.1,80,0.21119999885559082,2.7548718452453613,0.20453333854675293,2.740311861038208
none,1,oversample,1,100,adam,0.01,150,0.21119999885559082,2.7548718452453613,0.20453333854675293,2.740309476852417
none,1,none,2,100,adam,0.1,80,0.21119999885559082,2.7548725605010986,0.20453333854675293,2.7403478622436523
none,1,none,1,10,adam,0.01,100,0.21119999885559082,2.754873037338257,0.20453333854675293,2.740339994430542
none,1,oversample,2,10,adam,0.1,80,0.21119999885559082,2.754873752593994,0.20453333854675293,2.7403483390808105
none,1,none,2,50,adam,0.1,125,0.21119999885559082,2.7548739910125732,0.20453333854675293,2.7403485774993896
